"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades"
"LUPIN","EQ","27-Jun-2018","        902.35","        902.60","        907.40","        877.60","        891.05","        893.60","        889.63","    2802734","          2493408118.10","      97154"
"LUPIN","EQ","28-Jun-2018","        893.60","        893.60","        909.80","        881.40","        897.80","        897.75","        899.29","    4162515","          3743322669.30","      71822"
"LUPIN","EQ","29-Jun-2018","        897.75","        903.80","        913.80","        893.60","        906.00","        903.80","        905.20","    2418127","          2188887347.10","      58825"
"LUPIN","EQ","02-Jul-2018","        903.80","        904.50","        906.00","        884.00","        887.00","        889.45","        892.26","    1483033","          1323246916.90","      31989"
"LUPIN","EQ","03-Jul-2018","        889.45","        890.00","        907.00","        881.00","        906.10","        903.10","        897.96","    2304392","          2069262162.30","      51110"
"LUPIN","EQ","04-Jul-2018","        903.10","        907.95","        939.00","        907.65","        938.00","        934.20","        926.59","    5674097","          5257540686.05","     116351"
"LUPIN","EQ","05-Jul-2018","        934.20","        940.00","        946.20","        920.00","        921.30","        922.65","        935.17","    3051351","          2853531628.25","      62438"
"LUPIN","EQ","06-Jul-2018","        922.65","        921.80","        939.45","        910.95","        915.50","        915.80","        928.36","    2783374","          2583978184.60","      59634"
"LUPIN","EQ","09-Jul-2018","        915.80","        922.45","        929.90","        908.55","        912.90","        911.50","        919.26","    1890208","          1737583342.00","      46402"
"LUPIN","EQ","10-Jul-2018","        911.50","        919.90","        921.00","        900.00","        903.00","        902.85","        907.85","    1846761","          1676583959.30","      49077"
"LUPIN","EQ","11-Jul-2018","        902.85","        903.00","        914.40","        895.50","        897.05","        900.45","        905.55","    2598037","          2352642985.55","      50818"
"LUPIN","EQ","12-Jul-2018","        900.45","        903.90","        906.40","        881.70","        885.00","        884.50","        896.07","    1816416","          1627630553.30","      49769"
"LUPIN","EQ","13-Jul-2018","        884.50","        887.00","        892.65","        862.80","        865.00","        865.60","        872.81","    1884162","          1644510765.55","      50954"
"LUPIN","EQ","16-Jul-2018","        865.60","        867.00","        867.00","        814.30","        816.00","        818.15","        836.19","    2929578","          2449680293.65","      63714"
"LUPIN","EQ","17-Jul-2018","        818.15","        821.00","        831.50","        810.35","        828.00","        827.40","        824.44","    2386757","          1967745993.20","      57861"
"LUPIN","EQ","18-Jul-2018","        827.40","        820.00","        827.00","        800.00","        810.75","        811.00","        809.60","    5728347","          4637693669.00","     112702"
"LUPIN","EQ","19-Jul-2018","        811.00","        813.75","        814.70","        787.15","        799.00","        794.55","        804.79","    2616898","          2106041782.95","      55078"
"LUPIN","EQ","20-Jul-2018","        794.55","        798.95","        802.40","        792.50","        801.15","        800.65","        800.08","    3233608","          2587152408.70","      38641"
"LUPIN","EQ","23-Jul-2018","        800.65","        803.00","        806.00","        793.50","        799.00","        800.10","        800.61","    2280600","          1825881725.50","      33529"
"LUPIN","EQ","24-Jul-2018","        800.10","        802.00","        826.00","        799.00","        820.00","        820.95","        816.94","    2200804","          1797927873.80","      74239"
"LUPIN","EQ","25-Jul-2018","        820.95","        822.90","        823.05","        790.00","        797.00","        796.95","        806.97","    1812670","          1462767764.70","      39407"
"LUPIN","EQ","26-Jul-2018","        796.95","        797.05","        815.80","        793.00","        814.30","        812.85","        810.84","    3883354","          3148791988.15","     106043"
"LUPIN","EQ","27-Jul-2018","        812.85","        818.00","        825.70","        810.50","        817.20","        815.25","        817.90","    1673216","          1368517466.50","      56446"
"LUPIN","EQ","30-Jul-2018","        815.25","        815.40","        836.00","        810.00","        820.65","        820.10","        824.92","    2759758","          2276571861.80","      71058"
"LUPIN","EQ","31-Jul-2018","        820.10","        825.00","        830.00","        815.00","        822.80","        824.40","        822.73","    2219822","          1826309553.15","      52525"
"LUPIN","EQ","01-Aug-2018","        824.40","        825.05","        847.70","        824.95","        844.00","        844.20","        840.53","    3182314","          2674820638.45","      58534"
"LUPIN","EQ","02-Aug-2018","        844.20","        845.40","        867.00","        844.25","        866.50","        864.85","        859.79","    3951505","          3397473315.10","      71080"
"LUPIN","EQ","03-Aug-2018","        864.85","        870.00","        895.80","        863.40","        885.50","        886.00","        881.75","    4137701","          3648414594.25","      76381"
"LUPIN","EQ","06-Aug-2018","        886.00","        896.60","        897.35","        864.50","        875.30","        873.15","        880.93","    2530276","          2229001700.45","      48841"
"LUPIN","EQ","07-Aug-2018","        873.15","        877.40","        890.00","        856.60","        867.90","        866.60","        869.50","    2701966","          2349351634.10","      50520"
"LUPIN","EQ","08-Aug-2018","        866.60","        868.10","        884.80","        818.55","        822.15","        825.55","        847.22","   13275336","         11247177252.30","     214492"
"LUPIN","EQ","09-Aug-2018","        825.55","        812.10","        844.00","        804.45","        825.70","        822.85","        828.04","    9891077","          8190162707.90","     162253"
"LUPIN","EQ","10-Aug-2018","        822.85","        825.30","        827.90","        806.00","        808.50","        809.45","        812.32","    4015679","          3262008601.60","      79168"
"LUPIN","EQ","13-Aug-2018","        809.45","        804.50","        819.00","        801.00","        813.00","        811.95","        812.31","    1985586","          1612916472.00","      61920"
"LUPIN","EQ","14-Aug-2018","        811.95","        815.00","        840.00","        807.55","        838.75","        836.75","        823.13","    3243237","          2669615221.50","      80588"
"LUPIN","EQ","16-Aug-2018","        836.75","        833.90","        851.70","        826.00","        849.20","        849.75","        841.38","    2434628","          2048448482.55","      56422"
"LUPIN","EQ","17-Aug-2018","        849.75","        853.70","        884.75","        850.50","        879.95","        881.25","        873.29","    4311564","          3765245548.85","      99944"
"LUPIN","EQ","20-Aug-2018","        881.25","        882.00","        892.00","        867.00","        870.45","        869.25","        875.52","    2288649","          2003750183.90","      44882"
"LUPIN","EQ","21-Aug-2018","        869.25","        872.00","        891.90","        865.00","        889.15","        888.60","        878.27","    3430538","          3012944902.35","      73549"
"LUPIN","EQ","23-Aug-2018","        888.60","        902.00","        917.80","        890.00","        903.00","        903.30","        907.14","    5023344","          4556863256.00","     122588"
"LUPIN","EQ","24-Aug-2018","        903.30","        904.80","        914.70","        885.50","        907.40","        907.20","        902.14","    3452744","          3114870806.95","      71901"
"LUPIN","EQ","27-Aug-2018","        907.20","        914.80","        919.00","        906.00","        913.00","        910.80","        910.66","    1908650","          1738122040.50","      47664"
"LUPIN","EQ","28-Aug-2018","        910.80","        913.00","        918.70","        898.00","        904.00","        901.75","        910.16","    1776205","          1616622832.35","      49143"
"LUPIN","EQ","29-Aug-2018","        901.75","        897.00","        905.45","        883.00","        883.85","        887.10","        894.52","    2692725","          2408694236.60","      60231"
"LUPIN","EQ","30-Aug-2018","        887.10","        885.00","        900.00","        880.00","        895.75","        893.65","        890.90","    2421826","          2157616519.10","      58195"
"LUPIN","EQ","31-Aug-2018","        893.65","        896.80","        939.80","        895.75","        931.50","        931.45","        925.13","    6888252","          6372519481.80","     136576"
"LUPIN","EQ","03-Sep-2018","        931.45","        936.50","        957.90","        931.55","        936.00","        936.10","        947.80","    4911304","          4654916844.75","      95182"
"LUPIN","EQ","04-Sep-2018","        936.10","        941.00","        944.60","        908.00","        918.00","        916.80","        924.27","    3294233","          3044758903.45","      56053"
"LUPIN","EQ","05-Sep-2018","        916.80","        915.40","        926.50","        895.20","        904.50","        902.85","        910.44","    3295519","          3000365683.50","      83812"
"LUPIN","EQ","06-Sep-2018","        902.85","        909.60","        922.50","        903.25","        919.00","        917.95","        915.17","    3319935","          3038315620.70","      65946"
"LUPIN","EQ","07-Sep-2018","        917.95","        920.00","        962.70","        906.80","        960.90","        959.40","        942.96","    8389509","          7910978682.75","     163240"
"LUPIN","EQ","10-Sep-2018","        959.40","        965.00","        986.10","        940.20","        946.00","        944.40","        965.67","    7326442","          7074938424.50","     155457"
"LUPIN","EQ","11-Sep-2018","        944.40","        953.65","        959.50","        933.25","        940.30","        940.30","        946.82","    4039123","          3824311947.20","      81243"
"LUPIN","EQ","12-Sep-2018","        940.30","        939.00","        963.15","        922.00","        961.45","        959.35","        945.00","    4140290","          3912559206.45","      88413"
"LUPIN","EQ","14-Sep-2018","        959.35","        973.90","        981.50","        962.05","        965.05","        968.75","        971.70","    4037498","          3923252822.50","      85916"
"LUPIN","EQ","17-Sep-2018","        968.75","        958.45","        978.00","        945.55","        950.50","        950.20","        962.07","    2575256","          2477585714.85","      54762"
"LUPIN","EQ","18-Sep-2018","        950.20","        953.50","        963.15","        926.40","        931.55","        929.35","        943.90","    2383441","          2249739376.95","      55972"
"LUPIN","EQ","19-Sep-2018","        929.35","        937.95","        939.60","        901.60","        911.55","        909.35","        918.64","    3617661","          3323312801.65","      93157"
"LUPIN","EQ","21-Sep-2018","        909.35","        919.80","        931.50","        853.60","        895.35","        890.25","        901.47","    4484082","          4042283786.05","      87070"
